car_make,car_model,car_age,engine,fuel_type,kilometers_driven,location,mileage,power,region,seats,transmission,price_rupees
FORD,ECOSPORT,4,999.0,Petrol,64000,Delhi,18.88,123.24,North,5.0,Manual,600000.0
FORD,ENDEAVOUR,11,2953.0,Diesel,179000,Hyderabad,12.8,156.0,South,7.0,Automatic,424000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,50484,Coimbatore,10.91,197.2,South,7.0,Automatic,3112000.0
FORD,ENDEAVOUR,11,2499.0,Diesel,205000,Jaipur,13.1,141.0,North,7.0,Manual,390000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,59636,Coimbatore,10.91,197.0,South,7.0,Automatic,2920000.0
FORD,ENDEAVOUR,0,2198.0,Diesel,11209,Kochi,12.62,158.0,South,7.0,Automatic,3115000.0
FORD,ENDEAVOUR,3,3198.0,Diesel,68000,Hyderabad,10.91,197.0,South,7.0,Automatic,2950000.0
FORD,ENDEAVOUR,1,3198.0,Diesel,30552,Kochi,10.91,197.2,South,7.0,Automatic,3244000.0
FORD,ENDEAVOUR,12,2499.0,Diesel,90000,Pune,10.9,143.0,West,7.0,Manual,300000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,38000,Delhi,10.91,197.0,North,7.0,Automatic,3048000.0
FORD,ENDEAVOUR,7,2953.0,Diesel,91000,Hyderabad,11.4,153.86,South,7.0,Automatic,919999.9999999999
FORD,ENDEAVOUR,9,2953.0,Diesel,78000,Mumbai,11.4,153.86,West,7.0,Automatic,534000.0
FORD,ENDEAVOUR,1,2198.0,Diesel,14000,Hyderabad,12.62,158.0,South,7.0,Automatic,3199000.0
FORD,ENDEAVOUR,3,2198.0,Diesel,107890,Hyderabad,13.5,157.7,South,7.0,Manual,2050000.0
FORD,ENDEAVOUR,1,3198.0,Diesel,51530,Coimbatore,10.91,197.2,South,7.0,Automatic,3027000.0
FORD,ENDEAVOUR,8,2499.0,Diesel,68022,Kochi,13.1,141.0,South,7.0,Manual,586000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,61108,Coimbatore,10.91,197.0,South,7.0,Automatic,2888000.0
FORD,ENDEAVOUR,3,3198.0,Diesel,29000,Mumbai,10.91,197.0,West,7.0,Automatic,2980000.0
FORD,ENDEAVOUR,3,3198.0,Diesel,90000,Jaipur,10.91,197.2,North,7.0,Automatic,2600000.0
FORD,ENDEAVOUR,0,2198.0,Diesel,14648,Coimbatore,12.62,158.0,South,7.0,Manual,2736000.0
FORD,ENDEAVOUR,0,3198.0,Diesel,9000,Chennai,10.91,197.0,South,7.0,Automatic,3550000.0
FORD,ENDEAVOUR,3,2198.0,Diesel,75000,Pune,12.62,158.0,West,7.0,Automatic,2400000.0
FORD,ENDEAVOUR,7,2953.0,Diesel,129000,Mumbai,12.8,169.1810810810811,West,7.0,Automatic,700000.0
FORD,ENDEAVOUR,9,2499.0,Diesel,154000,Hyderabad,13.1,141.0,South,7.0,Manual,799000.0
FORD,ENDEAVOUR,3,3198.0,Diesel,43000,Chennai,10.91,197.2,South,7.0,Automatic,2650000.0
FORD,ENDEAVOUR,12,2499.0,Diesel,130000,Hyderabad,13.1,141.0,South,7.0,Manual,600000.0
FORD,ENDEAVOUR,7,2953.0,Diesel,91696,Hyderabad,11.4,153.86,South,7.0,Automatic,925000.0
FORD,ENDEAVOUR,2,2198.0,Diesel,38681,Kochi,13.5,157.7,South,7.0,Manual,2386000.0
FORD,ENDEAVOUR,8,2499.0,Diesel,71000,Bangalore,13.1,141.0,South,7.0,Manual,695000.0
FORD,ENDEAVOUR,1,3198.0,Diesel,15000,Hyderabad,10.91,197.0,South,7.0,Automatic,3300000.0
FORD,ENDEAVOUR,0,2198.0,Diesel,9000,Chennai,12.62,158.0,South,7.0,Automatic,3290000.0
FORD,ENDEAVOUR,1,3198.0,Diesel,12000,Delhi,10.91,197.0,North,7.0,Automatic,3350000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,17000,Chennai,10.91,197.0,South,7.0,Automatic,3100000.0
FORD,ENDEAVOUR,12,2499.0,Diesel,116000,Mumbai,10.9,169.1810810810811,West,7.0,Manual,375000.0
FORD,ENDEAVOUR,2,3198.0,Diesel,54650,Coimbatore,10.91,197.0,South,7.0,Automatic,3035000.0
FORD,ENDEAVOUR,7,2953.0,Diesel,45840,Kochi,11.4,153.86,South,7.0,Automatic,841000.0
FORD,ENDEAVOUR,12,2499.0,Diesel,155000,Chennai,13.1,141.0,South,7.0,Manual,550000.0
FORD,ENDEAVOUR,10,2499.0,Diesel,180000,Pune,10.9,143.0,West,7.0,Manual,750000.0
FORD,ENDEAVOUR,8,2953.0,Diesel,100000,Chennai,11.4,153.86,South,7.0,Automatic,850000.0
FORD,ENDEAVOUR,8,2499.0,Diesel,119000,Jaipur,13.1,141.0,North,7.0,Manual,650000.0
FORD,FIESTA,11,1399.0,Diesel,111111,Jaipur,17.8,74.27432432432433,North,5.0,Manual,200000.0
FORD,FIESTA,13,1399.0,Diesel,216000,Chennai,17.8,68.0,South,5.0,Manual,145000.0
FORD,FIESTA,10,1399.0,Diesel,160000,Hyderabad,17.8,68.0,South,5.0,Manual,280000.0
FORD,FIESTA,7,1399.0,Diesel,63400,Pune,17.8,67.0,West,5.0,Manual,325000.0
FORD,FIESTA,10,1596.0,Petrol,80524,Chennai,15.3,74.27432432432433,South,5.0,Manual,250000.0
FORD,FIESTA,7,1399.0,Diesel,107000,Hyderabad,17.8,67.0,South,5.0,Manual,300000.0
FORD,FIESTA,12,1399.0,Diesel,112808,Pune,17.8,68.0,West,5.0,Manual,204999.99999999997
FORD,FIESTA,12,1388.0,Petrol,100000,Chennai,16.6,68.0,South,5.0,Manual,160000.0
FORD,FIESTA,6,1498.0,Diesel,177000,Chennai,23.5,88.7,South,5.0,Manual,350000.0
FORD,FIESTA,7,1399.0,Diesel,78000,Pune,17.8,68.0,West,5.0,Manual,280000.0
FORD,FIESTA,13,1399.0,Diesel,89327,Chennai,17.8,68.0,South,5.0,Manual,155000.0
FORD,FIESTA,13,1596.0,Petrol,87000,Chennai,15.3,101.0,South,5.0,Manual,137000.0
FORD,FIESTA,10,1399.0,Diesel,55000,Hyderabad,17.8,68.0,South,5.0,Manual,240000.0
FORD,FIESTA,11,1399.0,Diesel,117080,Pune,17.8,68.0,West,5.0,Manual,225000.0
FORD,FIESTA,6,1498.0,Diesel,96000,Ahmedabad,23.5,90.0,West,5.0,Manual,350000.0
FORD,FIESTA,9,1399.0,Diesel,84000,Hyderabad,17.8,68.0,South,5.0,Manual,241000.0
FORD,FIESTA,4,1388.0,Diesel,69749,Kochi,18.6,67.0,South,5.0,Manual,382000.0
FORD,FIESTA,13,1399.0,Diesel,89326,Chennai,17.8,68.0,South,5.0,Manual,155000.0
FORD,FIESTA,9,1399.0,Diesel,82000,Chennai,17.8,68.0,South,5.0,Manual,275000.0
FORD,FIESTA,12,1388.0,Petrol,75000,Chennai,16.6,68.0,South,5.0,Manual,200000.0
FORD,FIESTA,7,1498.0,Diesel,45122,Hyderabad,23.5,88.7,South,5.0,Manual,600000.0
FORD,FIESTA,11,1399.0,Diesel,83000,Hyderabad,17.8,74.27432432432433,South,5.0,Manual,240000.0
FORD,FIESTA,12,1388.0,Petrol,125000,Jaipur,16.6,68.0,North,5.0,Manual,150000.0
FORD,FIESTA,6,1399.0,Diesel,123000,Chennai,17.8,67.0,South,5.0,Manual,445000.0
FORD,FIESTA,11,1388.0,Petrol,76000,Pune,16.6,68.0,West,5.0,Manual,149000.0
FORD,FIESTA,8,1399.0,Diesel,85000,Bangalore,17.8,68.0,South,5.0,Manual,320000.0
FORD,FIESTA,11,1596.0,Petrol,94873,Chennai,15.3,101.0,South,5.0,Manual,185000.0
FORD,FIESTA,13,1388.0,Petrol,69000,Hyderabad,16.6,68.0,South,5.0,Manual,215000.0
FORD,FIESTA,11,1388.0,Petrol,74000,Pune,16.6,68.0,West,5.0,Manual,160000.0
FORD,FIESTA,9,1388.0,Petrol,107000,Chennai,16.6,68.0,South,5.0,Manual,260000.0
FORD,FIESTA,8,1399.0,Diesel,143143,Hyderabad,17.8,67.0,South,5.0,Manual,210000.0
FORD,FIESTA,9,1596.0,Petrol,85000,Pune,15.3,101.0,West,5.0,Manual,146000.0
FORD,FIESTA,5,1388.0,Diesel,61000,Mumbai,18.6,67.0,West,5.0,Manual,298000.0
FORD,FIESTA,5,1498.0,Diesel,122800,Hyderabad,25.01,89.75,South,5.0,Manual,565000.0
FORD,FIESTA,10,1399.0,Diesel,76000,Chennai,17.8,68.0,South,5.0,Manual,275000.0
FORD,FIESTA,8,1399.0,Diesel,52000,Hyderabad,17.8,68.0,South,5.0,Manual,375000.0
FORD,FIESTA,12,1596.0,Petrol,145277,Hyderabad,15.3,101.0,South,5.0,Manual,165000.0
FORD,FIESTA,8,1498.0,Diesel,47000,Bangalore,23.5,90.0,South,5.0,Manual,600000.0
FORD,FIESTA,12,1399.0,Diesel,68000,Hyderabad,17.8,68.0,South,5.0,Manual,199000.0
FORD,FIESTA,7,1399.0,Diesel,79985,Kochi,17.8,67.0,South,5.0,Manual,316000.0
FORD,FIGO,9,1399.0,Diesel,72000,Bangalore,20.0,68.0,South,5.0,Manual,275000.0
FORD,FIGO,7,1399.0,Diesel,70337,Hyderabad,20.0,68.0,South,5.0,Manual,280000.0
FORD,FIGO,9,1399.0,Diesel,66123,Jaipur,20.0,68.0,North,5.0,Manual,210000.0
FORD,FIGO,9,1399.0,Diesel,120000,Chennai,20.0,68.0,South,5.0,Manual,260000.0
FORD,FIGO,4,1498.0,Diesel,70436,Bangalore,19.6298,99.0,South,5.0,Manual,360000.0
FORD,FIGO,7,1399.0,Diesel,41284,Kolkata,20.0,68.05,East,5.0,Manual,250000.0
FORD,FIGO,1,1196.0,Petrol,3678,Hyderabad,18.16,86.8,South,5.0,Manual,680000.0
FORD,FIGO,8,1399.0,Diesel,75000,Chennai,20.0,68.0,South,5.0,Manual,225000.0
FORD,FIGO,9,1399.0,Diesel,100002,Jaipur,20.0,68.0,North,5.0,Manual,128000.0
FORD,FIGO,4,1498.0,Diesel,72035,Kolkata,25.5,99.0,East,5.0,Manual,250000.0
FORD,FIGO,2,1196.0,Petrol,28854,Coimbatore,18.16,86.8,South,5.0,Manual,670000.0
FORD,FIGO,5,1399.0,Diesel,74980,Coimbatore,20.0,68.0,South,5.0,Manual,408000.0
FORD,FIGO,4,1399.0,Diesel,92000,Pune,20.0,68.05,West,5.0,Manual,425000.0
FORD,FIGO,6,1399.0,Diesel,51000,Hyderabad,20.0,68.05,South,5.0,Manual,320000.0
FORD,FIGO,2,1498.0,Diesel,95802,Hyderabad,25.83,99.0,South,5.0,Manual,455000.0
FORD,FIGO,7,1399.0,Diesel,36542,Kolkata,20.0,68.05,East,5.0,Manual,265000.0
FORD,FIGO,5,1399.0,Diesel,54000,Mumbai,20.0,68.05,West,5.0,Manual,325000.0
FORD,FIGO,9,1196.0,Petrol,51192,Hyderabad,15.6,70.0,South,5.0,Manual,265000.0
FORD,FIGO,6,1399.0,Diesel,90200,Hyderabad,20.0,68.05,South,5.0,Manual,350000.0
FORD,FIGO,9,1196.0,Petrol,69009,Mumbai,15.6,70.0,West,5.0,Manual,240000.0
FORD,FIGO,2,1499.0,Petrol,16000,Mumbai,17.01,110.4,West,5.0,Automatic,595000.0
FORD,FIGO,2,1196.0,Petrol,25095,Coimbatore,18.16,86.8,South,5.0,Manual,648000.0
FORD,FIGO,9,1399.0,Diesel,90000,Chennai,20.0,68.0,South,5.0,Manual,260000.0
FORD,FIGO,7,1399.0,Diesel,55005,Ahmedabad,20.0,68.0,West,5.0,Manual,275000.0
FORD,FIGO,4,1498.0,Diesel,1001,Kolkata,25.83,99.0,East,5.0,Manual,755000.0
FORD,FIGO,7,1399.0,Diesel,60000,Kolkata,20.0,68.0,East,5.0,Manual,210000.0
FORD,FIGO,8,1196.0,Petrol,65000,Delhi,15.6,70.0,North,5.0,Manual,240000.0
FORD,FIGO,4,1399.0,Diesel,36000,Hyderabad,20.0,68.05,South,5.0,Manual,495000.0
FORD,FIGO,9,1399.0,Diesel,90000,Jaipur,20.0,68.0,North,5.0,Manual,140000.0
FORD,FIGO,3,1196.0,Petrol,54000,Pune,18.16,86.8,West,5.0,Manual,500000.0
FORD,FIGO,8,1196.0,Petrol,68465,Bangalore,15.6,70.0,South,5.0,Manual,295000.0
FORD,FIGO,5,1196.0,Petrol,21727,Pune,15.6,70.02,West,5.0,Manual,335000.0
FORD,FIGO,6,1399.0,Diesel,71336,Hyderabad,20.0,68.0,South,5.0,Manual,409999.99999999994
FORD,FIGO,6,1399.0,Diesel,65000,Hyderabad,20.0,68.0,South,5.0,Manual,390000.0
FORD,FIGO,9,1196.0,Petrol,59196,Delhi,15.6,70.0,North,5.0,Manual,225000.0
FORD,FIGO,8,1399.0,Diesel,95000,Pune,20.0,68.0,West,5.0,Manual,235000.0
FORD,FIGO,2,1196.0,Petrol,39419,Coimbatore,18.16,86.8,South,5.0,Manual,495000.0
FORD,FIGO,2,1196.0,Petrol,21740,Coimbatore,18.16,86.8,South,5.0,Manual,642000.0
FORD,FIGO,7,1399.0,Diesel,72500,Chennai,18.5,68.0,South,5.0,Manual,312000.0
FORD,FIGO,8,1399.0,Diesel,60000,Kolkata,20.0,68.0,East,5.0,Manual,225000.0
FORD,FIGO,0,1196.0,Petrol,1000,Mumbai,18.12,86.8,West,5.0,Manual,680000.0
FORD,FIGO,9,1196.0,Petrol,42000,Jaipur,15.6,70.0,North,5.0,Manual,240000.0
FORD,FIGO,9,1399.0,Diesel,39000,Chennai,20.0,68.0,South,5.0,Manual,250000.0
FORD,FIGO,9,1399.0,Diesel,108882,Hyderabad,20.0,68.0,South,5.0,Manual,240000.0
FORD,FIGO,5,1399.0,Diesel,45001,Delhi,20.0,68.05,North,5.0,Manual,254999.99999999997
FORD,FIGO,3,1498.0,Diesel,72566,Hyderabad,25.83,99.0,South,5.0,Manual,529000.0
FORD,FIGO,7,1399.0,Diesel,71558,Hyderabad,20.0,68.05,South,5.0,Manual,330000.0
FORD,FIGO,8,1399.0,Diesel,72000,Chennai,20.0,68.0,South,5.0,Manual,290000.0
FORD,FIGO,6,1399.0,Diesel,51000,Jaipur,20.0,68.1,North,5.0,Manual,250000.0
FORD,FIGO,4,1196.0,Petrol,21400,Kolkata,15.6,70.0,East,5.0,Manual,400000.0
FORD,FIGO,9,1196.0,Petrol,102016,Bangalore,15.6,70.0,South,5.0,Manual,225000.0
FORD,FIGO,9,1399.0,Diesel,129986,Pune,20.0,68.0,West,5.0,Manual,320000.0
FORD,FIGO,7,1196.0,Petrol,23152,Mumbai,15.6,70.02,West,5.0,Manual,239000.0
FORD,FIGO,1,1196.0,Petrol,24237,Kochi,18.16,86.8,South,5.0,Manual,670000.0
FORD,FIGO,8,1196.0,Petrol,32000,Mumbai,15.6,70.0,West,5.0,Manual,215000.0
FORD,FIGO,2,1196.0,Petrol,30933,Coimbatore,18.16,86.8,South,5.0,Manual,584000.0
FORD,FIGO,9,1399.0,Diesel,78000,Chennai,20.0,68.0,South,5.0,Manual,225000.0
FORD,FIGO,4,1399.0,Diesel,84000,Hyderabad,20.0,68.05,South,5.0,Manual,380000.0
FORD,FIGO,4,1196.0,Petrol,32200,Chennai,18.16,86.8,South,5.0,Manual,425000.0
FORD,FIGO,8,1196.0,Petrol,51593,Coimbatore,15.6,70.0,South,5.0,Manual,347000.0
FORD,FIGO,5,1399.0,Diesel,66000,Delhi,20.0,68.05,North,5.0,Manual,347000.0
FORD,FIGO,6,1399.0,Diesel,65287,Coimbatore,20.0,68.05,South,5.0,Manual,445000.0
FORD,FIGO,3,1498.0,Diesel,71000,Hyderabad,25.83,99.0,South,5.0,Manual,509999.99999999994
FORD,FIGO,4,1399.0,Diesel,92885,Coimbatore,20.0,68.0,South,5.0,Manual,356000.0
FORD,FIGO,3,1498.0,Diesel,100000,Hyderabad,25.83,99.0,South,5.0,Manual,509999.99999999994
FORD,FIGO,6,1399.0,Diesel,22000,Kolkata,20.0,68.0,East,5.0,Manual,225000.0
FORD,FIGO,8,1196.0,Petrol,51928,Coimbatore,15.6,70.0,South,5.0,Manual,346000.0
FORD,FIGO,1,1196.0,Petrol,32709,Kochi,18.16,86.8,South,5.0,Manual,646000.0
FORD,FIGO,3,1498.0,Diesel,70000,Chennai,25.83,99.0,South,5.0,Manual,459999.99999999994
FORD,FIGO,8,1399.0,Diesel,37000,Kolkata,20.0,68.05,East,5.0,Manual,180000.0
FORD,FIGO,6,1399.0,Diesel,44731,Coimbatore,20.0,68.0,South,5.0,Manual,434000.0
FORD,FIGO,8,1399.0,Diesel,169000,Chennai,20.0,68.0,South,5.0,Manual,250000.0
FORD,FIGO,4,1498.0,Diesel,45000,Hyderabad,25.83,99.0,South,5.0,Manual,550000.0
FORD,FIGO,4,1499.0,Petrol,28843,Mumbai,17.01,110.5,West,5.0,Automatic,549000.0
FORD,FIGO,5,1399.0,Diesel,59327,Jaipur,20.0,68.0,North,5.0,Manual,325000.0
FORD,FIGO,6,1196.0,Petrol,60328,Coimbatore,15.6,70.0,South,5.0,Manual,454000.0
FORD,FIGO,3,1196.0,Petrol,18000,Mumbai,18.16,86.8,West,5.0,Manual,490000.00000000006
FORD,FIGO,6,1399.0,Diesel,54000,Delhi,20.0,68.05,North,5.0,Manual,254999.99999999997
FORD,FIGO,8,1399.0,Diesel,30000,Mumbai,20.0,68.0,West,5.0,Manual,320000.0
FORD,FIGO,9,1399.0,Diesel,107389,Chennai,20.0,68.0,South,5.0,Manual,190000.0
FORD,FIGO,2,1196.0,Petrol,23977,Kochi,18.16,86.8,South,5.0,Manual,538000.0
FORD,FIGO,5,1399.0,Diesel,33000,Mumbai,20.0,68.05,West,5.0,Manual,325000.0
FORD,FIGO,4,1399.0,Diesel,65542,Hyderabad,20.0,68.0,South,5.0,Manual,380000.0
FORD,FIGO,3,1196.0,Petrol,29875,Chennai,18.16,86.8,South,5.0,Manual,484999.99999999994
FORD,FIGO,9,1196.0,Petrol,78400,Bangalore,15.6,70.0,South,5.0,Manual,275000.0
FORD,FIGO,8,1399.0,Diesel,56500,Chennai,20.0,68.0,South,5.0,Manual,290000.0
FORD,FIGO,7,1399.0,Diesel,82000,Chennai,20.0,68.05,South,5.0,Manual,295000.0
FORD,FIGO,4,1498.0,Diesel,4311,Kolkata,25.83,99.0,East,5.0,Manual,480000.0
FORD,FIGO,7,1399.0,Diesel,110438,Kolkata,20.0,68.05,East,5.0,Manual,350000.0
FORD,FIGO,9,1196.0,Petrol,114703,Kolkata,15.6,70.0,East,5.0,Manual,180000.0
FORD,FIGO,8,1399.0,Diesel,76000,Chennai,20.0,68.0,South,5.0,Manual,240000.0
FORD,FIGO,5,1399.0,Diesel,74624,Hyderabad,20.0,68.05,South,5.0,Manual,565000.0
FORD,FIGO,7,1399.0,Diesel,32510,Bangalore,20.0,68.0,South,5.0,Manual,375000.0
FORD,FIGO,6,1196.0,Petrol,38000,Bangalore,15.6,70.0,South,5.0,Manual,355000.0
FORD,FIGO,2,1498.0,Diesel,36154,Coimbatore,25.83,99.0,South,5.0,Manual,641000.0
FORD,FIGO,7,1399.0,Diesel,73500,Hyderabad,20.0,68.0,South,5.0,Manual,260000.0
FORD,FIGO,7,1196.0,Petrol,75464,Coimbatore,15.6,70.0,South,5.0,Manual,362000.0
FORD,FIGO,3,1498.0,Diesel,37294,Chennai,25.83,99.0,South,5.0,Manual,575000.0
FORD,FIGO,3,1498.0,Diesel,115000,Pune,25.83,99.0,West,5.0,Manual,450000.0
FORD,FIGO,3,1498.0,Diesel,33554,Kochi,25.83,99.0,South,5.0,Manual,622000.0
FORD,FIGO,7,1399.0,Diesel,140000,Jaipur,20.0,68.0,North,5.0,Manual,250999.99999999997
FORD,FREESTYLE,12,1194.0,Petrol,1261,Mumbai,19.0,94.68,West,5.0,Manual,600000.0
FORD,FREESTYLE,1,1194.0,Petrol,8896,Kolkata,19.0,94.68,East,5.0,Manual,734000.0
FORD,FREESTYLE,1,1194.0,Petrol,1001,Jaipur,19.0,94.68,North,5.0,Manual,723000.0
FORD,FUSION,11,1399.0,Diesel,75000,Hyderabad,17.7,68.0,South,5.0,Manual,300000.0
FORD,IKON,15,1299.0,Petrol,129000,Chennai,13.8,70.0,South,5.0,Manual,150000.0
FORD,IKON,12,1299.0,Petrol,92000,Hyderabad,13.8,70.0,South,5.0,Manual,125000.0
FORD,IKON,13,1299.0,Petrol,98293,Pune,13.8,70.0,West,5.0,Manual,155000.0
FORD,IKON,12,1299.0,Petrol,40000,Chennai,13.8,70.0,South,5.0,Manual,110000.00000000001
FORD,IKON,13,1299.0,Petrol,27076,Hyderabad,13.8,70.0,South,5.0,Manual,160000.0
FORD,IKON,10,1399.0,Diesel,75000,Bangalore,13.8,68.0,South,5.0,Manual,199000.0
FORD,IKON,17,1299.0,Petrol,65134,Chennai,13.8,70.0,South,5.0,Manual,80000.0
FORD,IKON,9,1399.0,Diesel,135000,Jaipur,13.8,68.0,North,5.0,Manual,160000.0
FORD,IKON,11,1299.0,Petrol,59833,Coimbatore,13.8,70.0,South,5.0,Manual,197000.0
FORD,IKON,15,1597.0,Petrol,69870,Pune,14.2,92.0,West,5.0,Manual,110000.00000000001
FORD,IKON,9,1399.0,Diesel,82000,Jaipur,13.8,68.0,North,5.0,Manual,100000.0
FORD,IKON,10,1299.0,Petrol,66484,Kochi,13.8,70.0,South,5.0,Manual,165000.0
FORD,IKON,16,1597.0,Petrol,83000,Pune,14.2,92.0,West,5.0,Manual,85000.0
FORD,IKON,13,1299.0,Petrol,85000,Pune,13.8,70.0,West,5.0,Manual,69000.0
FORD,IKON,12,1299.0,Petrol,90000,Chennai,13.8,70.0,South,5.0,Manual,140000.0
FORD,MUSTANG,1,4951.0,Petrol,21290,Kochi,13.0,395.0,South,4.0,Automatic,5680000.0
HONDA,ACCORD,8,2354.0,Petrol,60000,Mumbai,11.7,177.6,West,5.0,Automatic,445000.0
HONDA,ACCORD,8,2354.0,Petrol,54316,Kochi,12.8,177.6,South,5.0,Manual,429000.0
HONDA,ACCORD,11,2354.0,Petrol,90000,Chennai,10.2,180.0,South,5.0,Automatic,650000.0
HONDA,ACCORD,12,2354.0,Petrol,80000,Mumbai,11.1,142.0,West,5.0,Automatic,300000.0
HONDA,ACCORD,11,2354.0,Petrol,125000,Mumbai,11.7,177.6,West,5.0,Automatic,260000.0
HONDA,ACCORD,8,2354.0,Petrol,62332,Kochi,11.7,177.6,South,5.0,Automatic,589000.0
HONDA,ACCORD,8,2354.0,Petrol,54774,Mumbai,11.7,177.6,West,5.0,Automatic,635000.0
HONDA,ACCORD,7,2354.0,Petrol,64709,Delhi,12.8,177.6,North,5.0,Manual,600000.0
HONDA,ACCORD,10,2354.0,Petrol,88000,Jaipur,11.1,142.0,North,5.0,Automatic,525000.0
HONDA,ACCORD,9,2354.0,Petrol,47000,Mumbai,12.8,177.6,West,5.0,Manual,350000.0
HONDA,ACCORD,10,2354.0,Petrol,82002,Ahmedabad,12.8,177.6,West,5.0,Manual,575000.0
HONDA,ACCORD,9,2354.0,Petrol,80000,Chennai,10.2,180.0,South,5.0,Manual,399000.0
HONDA,ACCORD,9,2354.0,Petrol,84000,Bangalore,11.1,142.0,South,5.0,Automatic,650000.0
HONDA,ACCORD,12,2354.0,Petrol,86000,Mumbai,11.9,144.0,West,5.0,Manual,185000.0
HONDA,ACCORD,8,2354.0,Petrol,85000,Chennai,11.7,177.6,South,5.0,Automatic,750000.0
HONDA,ACCORD,9,2354.0,Petrol,119000,Hyderabad,10.2,180.0,South,5.0,Manual,595000.0
HONDA,ACCORD,10,2354.0,Petrol,65462,Delhi,11.1,142.0,North,5.0,Automatic,350000.0
HONDA,ACCORD,8,2354.0,Petrol,87000,Mumbai,11.7,177.6,West,5.0,Automatic,540000.0
HONDA,ACCORD,7,2354.0,Petrol,42000,Mumbai,9.8,180.0,West,5.0,Manual,625000.0
HONDA,ACCORD,10,2354.0,Petrol,60000,Pune,9.8,180.0,West,5.0,Manual,350000.0
HONDA,ACCORD,13,2997.0,Petrol,120000,Chennai,9.0,218.0,South,5.0,Automatic,265000.0
HONDA,ACCORD,11,2354.0,Petrol,79000,Mumbai,11.7,177.6,West,5.0,Automatic,484999.99999999994
HONDA,ACCORD,7,2354.0,Petrol,94989,Coimbatore,12.8,177.6,South,5.0,Manual,658000.0
HONDA,ACCORD,9,2354.0,Petrol,83000,Bangalore,11.1,142.0,South,5.0,Automatic,650000.0
HONDA,ACCORD,11,2354.0,Petrol,95000,Mumbai,11.7,177.6,West,5.0,Automatic,285000.0
HONDA,ACCORD,10,2354.0,Petrol,79000,Pune,9.8,180.0,West,5.0,Manual,310000.0
HONDA,AMAZE,3,1498.0,Diesel,58950,Kochi,25.8,98.6,South,5.0,Manual,540000.0
HONDA,AMAZE,3,1198.0,Petrol,54944,Kochi,18.0,86.7,South,5.0,Manual,482000.0
HONDA,AMAZE,3,1198.0,Petrol,18949,Mumbai,17.8,86.7,West,5.0,Manual,500000.0
HONDA,AMAZE,4,1498.0,Diesel,30000,Kolkata,25.8,98.6,East,5.0,Manual,350000.0
HONDA,AMAZE,5,1498.0,Diesel,45044,Kolkata,25.8,98.6,East,5.0,Manual,370000.0
HONDA,AMAZE,5,1498.0,Diesel,52000,Kolkata,25.8,98.6,East,5.0,Manual,350000.0
HONDA,AMAZE,6,1498.0,Diesel,50000,Kolkata,25.8,98.6,East,5.0,Manual,325000.0
HONDA,AMAZE,6,1498.0,Diesel,45000,Kolkata,27.4,98.6,East,5.0,Manual,325000.0
HONDA,AMAZE,5,1498.0,Diesel,64000,Kolkata,25.8,98.6,East,5.0,Manual,350000.0
HONDA,AMAZE,6,1498.0,Diesel,57000,Kolkata,25.8,98.6,East,5.0,Manual,345000.0
HONDA,AMAZE,4,1198.0,Petrol,52516,Delhi,18.0,86.7,North,5.0,Manual,465000.00000000006
HONDA,AMAZE,4,1198.0,Petrol,79000,Pune,18.0,86.7,West,5.0,Manual,400000.0
HONDA,AMAZE,3,1198.0,Petrol,9000,Mumbai,18.0,86.7,West,5.0,Manual,575000.0
HONDA,AMAZE,4,1498.0,Diesel,62550,Kochi,25.8,98.6,South,5.0,Manual,560000.0
HONDA,AMAZE,6,1498.0,Diesel,33800,Bangalore,25.8,98.6,South,5.0,Manual,470000.0
HONDA,AMAZE,1,1498.0,Diesel,12000,Hyderabad,27.4,98.6,South,5.0,Manual,850000.0
HONDA,AMAZE,4,1498.0,Diesel,48000,Delhi,25.8,98.6,North,5.0,Manual,450000.0
HONDA,AMAZE,3,1198.0,Petrol,33000,Hyderabad,17.8,86.7,South,5.0,Manual,650000.0
HONDA,AMAZE,5,1198.0,Petrol,28246,Coimbatore,17.8,86.7,South,5.0,Manual,494000.00000000006
HONDA,AMAZE,5,1198.0,Petrol,48000,Kolkata,18.0,86.7,East,5.0,Manual,275000.0
HONDA,AMAZE,3,1199.0,Petrol,51672,Kochi,19.5,88.76,South,5.0,Manual,568000.0
HONDA,AMAZE,3,1498.0,Diesel,15388,Chennai,25.8,98.6,South,5.0,Manual,750000.0
HONDA,AMAZE,5,1498.0,Diesel,36000,Kolkata,25.8,98.6,East,5.0,Manual,325000.0
HONDA,AMAZE,4,1498.0,Diesel,61691,Kochi,25.8,98.6,South,5.0,Manual,538000.0
HONDA,AMAZE,6,1498.0,Diesel,89429,Delhi,25.8,98.6,North,5.0,Manual,365000.0
HONDA,AMAZE,1,1199.0,Petrol,1700,Pune,19.0,88.76,West,5.0,Automatic,780000.0
HONDA,AMAZE,6,1198.0,Petrol,40000,Kolkata,18.0,86.7,East,5.0,Manual,290000.0
HONDA,AMAZE,5,1498.0,Diesel,97236,Hyderabad,25.8,98.6,South,5.0,Manual,440000.00000000006
